date,chamber,avg_leafmass,avg_leafarea,leaves,total_leaf_mass,total_leaf_area,branch_mass,canopy_position,purpose,collector,notes
2014-03-30,C11,57.67,0.66,1,0.66,57.67,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C11,42.68,0.57,1,0.57,42.68,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C11,50.69,0.64,1,0.64,50.69,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C12,31.46,0.44,1,0.44,31.46,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C12,51.62,0.58,1,0.58,51.62,NA,shade,water potential,"campany, courtney",dried/ground
2014-03-30,C12,43.99,0.68,1,0.68,43.99,NA,sun,water potential,"campany, courtney",dried/ground
2014-03-30,C12,51.44,0.56,1,0.56,51.44,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-02,C01,0.5605,58.1367,3,1.6814,174.41,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C01,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C01,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C02,0.4503,43.8033,3,1.351,131.41,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C02,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C02,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C03,0.4168,39.1033,3,1.2504,117.31,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C03,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C03,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C04,0.4351,37.6933,3,1.3053,113.08,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C04,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C04,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C05,0.6532,46.69,3,1.9595,140.07,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C05,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C05,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C06,0.3884,40.9367,3,1.1652,122.81,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C06,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C06,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C07,0.5749,45.17,3,1.7246,135.51,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C07,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C07,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C08,0.473,41.4367,3,1.419,124.31,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C08,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C08,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C09,0.5307,49.4633,3,1.5922,148.39,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C09,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C09,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C10,0.2804,28.2967,3,0.8411,84.89,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C10,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C10,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C11,0.5086,40.5267,3,1.5257,121.58,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C11,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C11,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-02,C12,0.4894,38.2833,3,1.4682,114.85,NA,upper canopy,"monthly asat, amax and rdark","aspinwall, drake","dried, ground for C, N, and carbs"
2014-04-02,C12,NA,NA,2,NA,NA,NA,upper canopy,"tissue chemistry (metabolites, proteins, rubisco, carbs, RNA)","aspinwall, mike","building s8, -80 freezer, microfuge tubes & envelopes"
2014-04-02,C12,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C01,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C02,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C03,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C04,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C05,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C06,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C07,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C08,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C09,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C10,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C11,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-17,C12,NA,NA,6,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-21,C01,53,0.62,1,0.62,53,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C01,44.35,0.45,1,0.45,44.35,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C01,61.21,0.8,1,0.8,61.21,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C01,51.22,0.51,1,0.51,51.22,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C02,62.17,0.78,1,0.78,62.17,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C02,40.26,0.39,1,0.39,40.26,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C02,37.63,0.44,1,0.44,37.63,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C02,47.55,0.54,1,0.54,47.55,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C03,42.35,0.52,1,0.52,42.35,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C03,34.99,0.39,1,0.39,34.99,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C03,49.34,0.66,1,0.66,49.34,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C03,48.84,0.54,1,0.54,48.84,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C04,40.85,0.55,1,0.55,40.85,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C04,33.94,0.36,1,0.36,33.94,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C04,40.88,0.66,1,0.66,40.88,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C04,48.77,0.58,1,0.58,48.77,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C05,50.24,0.76,1,0.76,50.24,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C05,51.16,0.71,1,0.71,51.16,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C05,46.52,0.75,1,0.75,46.52,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C05,37.94,0.49,1,0.49,37.94,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C06,43.76,0.52,1,0.52,43.76,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C06,40.1,0.38,1,0.38,40.1,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C06,31.07,0.38,1,0.38,31.07,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C06,49.21,0.62,1,0.62,49.21,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C07,48.05,0.74,1,0.74,48.05,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C07,63.35,0.78,1,0.78,63.35,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C07,42.93,0.72,1,0.72,42.93,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C07,56.03,0.98,1,0.98,56.03,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C08,60.6,0.77,1,0.77,60.6,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C08,47.6,0.6,1,0.6,47.6,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C08,37.58,0.45,1,0.45,37.58,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C08,40.26,0.54,1,0.54,40.26,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C09,61.99,0.89,1,0.89,61.99,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C09,50.5,0.52,1,0.52,50.5,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C09,39.82,0.57,1,0.57,39.82,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C09,43.23,0.43,1,0.43,43.23,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C10,47.04,0.43,1,0.43,47.04,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C10,43.31,0.62,1,0.62,43.31,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C10,35.5,0.36,1,0.36,35.5,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C10,38.99,0.52,1,0.52,38.99,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C11,49.36,0.82,1,0.82,49.36,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C11,49.4,0.68,1,0.68,49.4,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C11,43.61,0.74,1,0.74,43.61,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C11,43.64,0.55,1,0.55,43.64,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C12,47.72,0.77,1,0.77,47.72,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C12,44.46,0.58,1,0.58,44.46,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-21,C12,43.17,0.7,1,0.7,43.17,NA,sun,water potential,"campany, courtney",dried/ground
2014-04-21,C12,58.77,0.65,1,0.65,58.77,NA,shade,water potential,"campany, courtney",dried/ground
2014-04-24,C01,NA,NA,28,NA,NA,NA,"38 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","37 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C01,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C02,NA,NA,28,NA,NA,NA,"39 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","38 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C02,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C03,NA,NA,28,NA,NA,NA,"40 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","39 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C03,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C04,NA,NA,28,NA,NA,NA,"41 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","40 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C04,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C05,NA,NA,28,NA,NA,NA,"42 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","41 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C05,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C06,NA,NA,28,NA,NA,NA,"43 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","42 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C06,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C07,NA,NA,28,NA,NA,NA,"44 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","43 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C07,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C08,NA,NA,28,NA,NA,NA,"45 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","44 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C08,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C09,NA,NA,28,NA,NA,NA,"46 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","45 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C09,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C10,NA,NA,28,NA,NA,NA,"47 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","46 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C10,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C11,NA,NA,28,NA,NA,NA,"48 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","47 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C11,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-04-24,C12,NA,NA,28,NA,NA,NA,"49 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","48 leaf stored in -80 freezer for carbs, buidling s8"
2014-04-24,C12,NA,NA,4,NA,NA,NA,upper canopy,leaf water potential,"aspinwall, drake, blackman",
2014-05-13,C01,0.4477,43.7883,117,51.74040049,5139.288411,24.4173,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C02,0.4211,44.8283,133,55.38128839,5954.297459,19.2843,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C03,0.5223,45.475,77,40.55747246,3500.199208,15.8592,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C04,0.5718,42.3717,45,26.05625395,1919.692004,8.9375,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C05,0.5889,42.9567,199,121.8575129,8533.62361,43.0418,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C06,0.3598,32.8433,89,30.64831649,2933.957632,14.5557,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C07,0.8148,55.5983,48,39.27765659,2677.581862,10.5284,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C08,0.5349,42.6967,110,59.84648934,4710.797455,20.6044,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C09,0.7198,60.01,35,25.79364328,2092.880666,9.7536,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C10,0.4103,29.1167,121,47.51106047,3532.565377,25.8422,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C11,0.5842,43.5267,136,81.73701669,5930.565195,31.2203,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-13,C12,0.556,39.5583,187,103.8064847,7385.291483,40.0979,mid canopy,leaf and branch respiration pre-girdling,drake,
2014-05-14,C01,NA,NA,28,NA,NA,NA,"50 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","49 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C02,NA,NA,28,NA,NA,NA,"51 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","50 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C03,NA,NA,28,NA,NA,NA,"52 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","51 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C04,NA,NA,28,NA,NA,NA,"53 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","52 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C05,NA,NA,28,NA,NA,NA,"54 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","53 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C06,NA,NA,28,NA,NA,NA,"55 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","54 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C07,NA,NA,28,NA,NA,NA,"56 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","55 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C08,NA,NA,28,NA,NA,NA,"57 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","56 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C09,NA,NA,28,NA,NA,NA,"58 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","57 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C10,NA,NA,28,NA,NA,NA,"59 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","58 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C11,NA,NA,28,NA,NA,NA,"60 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","59 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-14,C12,NA,NA,28,NA,NA,NA,"61 upper, 2 lower, 8 time points",diurnal carbohydrate patterns,"pfautsch, sebastian","60 leaf stored in -80 freezer for carbs, buidling s8"
2014-05-16,C01,0.511,44.0734,61,31.17,2688.48,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C02,0.404,37.748,60,24.24,2264.88,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C03,0.5337,41.9617,59,31.49,2475.74,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C04,0.4819,34.8271,59,28.43,2054.8,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C05,0.4842,34.7335,60,29.05,2084.01,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C06,0.4478,34.234,60,26.87,2054.04,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C07,0.8127,52.6689,56,45.51,2949.46,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C08,0.642,46.1388,60,38.52,2768.33,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C09,0.5608,44.5927,59,33.09,2630.97,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C10,0.3982,32.1644,61,24.29,1962.03,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C11,0.5718,35.3248,61,34.88,2154.81,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C12,0.5813,36.1187,60,34.88,2167.12,NA,"20 lower, 20 mid, 20 upper, pre-girdling","pre-girdling sla, carbs",aspinwall et al.,"samples dried, weighed, stored"
2014-05-16,C01,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C02,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C03,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C04,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C05,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C06,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C07,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C08,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C09,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C10,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C11,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-16,C12,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla pre-girdling",aspinwall,
2014-05-22,C01,0.545,50.8717,194,106.7504912,9847.809207,38.5886,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C02,0.3382,34.4867,141,49.16618494,4858.121647,15.8146,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C03,0.5416,46.8217,50,27.67295862,2344.679538,11.9219,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C04,0.6193,45.0467,71,42.16713448,3182.122515,13.6773,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C05,0.6898,44.565,144,94.4112248,6403.886668,26.4429,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C06,0.4889,42.4117,80,41.52821303,3379.366663,20.1353,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C07,0.9103,57.0133,56,50.32935795,3200.510658,18.5288,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C08,0.8016,53.2767,102,78.05356181,5444.057202,22.9587,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C09,0.5477,50.1617,85,45.16003803,4246.03162,14.9887,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C10,0.3223,30.135,80,25.23748687,2403.827607,11.4292,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C11,0.6042,40.6733,80,48.35417115,3272.677987,19.5614,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-22,C12,0.6749,49.7,141,95.49562116,7029.527124,32.7925,mid canopy,leaf and branch respiration post-girdling,drake,
2014-05-26,C01,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C02,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C03,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C04,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C05,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C06,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C07,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C08,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C09,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C10,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C11,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
2014-05-26,C12,NA,NA,9,NA,NA,NA,"3 upper, 3 mid, 3 lower","sample archiving for carbs, sla post-girdling",aspinwall,
